Transcription Start	Translation Start	Translation Stop	Transcription Stop	Strand	Name	Synonym	Product	Expression 1
	2920746	2919406		-	gudX	b2788	-	6
	2922100	2920748		-	gudP	b2789	-	2
	2922984	2922535		-	yqcA	b2790	-	80
	2923784	2923002		-	truC	b2791	-	18
	2924113	2923784		-	yqcC	b2792	-	16
2924524			2924156	-	csrB	b4408	-	16968
2924184			2924374	+	-	predicted RNA	antisense: csrB	33854
	2925280	2924735		-	syd	b2793	-	31
	2925348	2926196		+	queF	b2794	-	66
	2926308	2927672		+	ygdH	b2795	-	84
	2928229	2929518		+	sdaC	b2796	-	114
	2929576	2930943		+	sdaB	b2797	-	31
	2931055	2931810		+	ygdG	b2798	-	12
	2933013	2931865		-	fucO	b2799	-	13
	2933688	2933041		-	fucA	b2800	-	4
	2934235	2935551		+	fucP	b2801	-	2
	2935584	2937359		+	fucI	b2802	-	9
	2937468	2938886		+	fucK	b2803	-	13
	2938888	2939310		+	fucU	b2804	-	45
	2939368	2940099		+	fucR	b2805	-	14
	2941243	2940143		-	rlmM	b2806	-	78
	2941631	2941236		-	ygdD	b2807	-	90
	2942567	2941650		-	gcvA	b2808	-	27
2942696			2942901	+	gcvB	b4443	-	13
	2943145	2942918		-	ygdI	b2809	-	11
	2943337	2944542		+	csdA	b2810	-	50
	2944542	2944985		+	csdE	b2811	-	62
	2945842	2945036		-	tcdA	b2812	-	55
	2947178	2946081		-	mltA	b2813	-	85
2947387			2947463	+	metZ	b2814	-	342
2947497			2947573	+	metW	b2815	-	291
2947607			2947683	+	metV	b2816	-	349
	2949010	2947757		-	amiC	b2817	-	44
2949228	2949242	2950573	2950584	+	argA	b2818	-	271
	2952461	2950635		-	recD	b2819	-	41
	2956003	2952461		-	recB	b2820	-	30
	2958884	2955996		-	ptrA	b2821	-	25
	2962428	2959060		-	recC	b2822	-	23
	2962764	2962441		-	ppdC	b2823	-	36
	2963156	2962749		-	ygdB	b2824	-	26
	2963716	2963153		-	ppdB	b2825	-	11
	2964177	2963707		-	ppdA	b2826	-	5
	2965155	2964361		-	thyA	b2827	-	88
	2966037	2965162		-	lgt	b2828	-	101
	2968434	2966188		-	ptsP	b2829	-	100
	2968977	2968447		-	rppH	b2830	-	168
	2969662	2970351		+	mutH	b2831	-	30
	2970420	2971133		+	ygdQ	b2832	-	22
	2971271	2971489		+	ygdR	b2833	-	2
	2971597	2972637		+	tas	b2834	-	105
	2973862	2972669		-	lplT	b2835	-	33
	2976014	2973855		-	aas	b2836	-	45
2976189			2976102	-	omrA	b4444	-	0
2976385			2976304	-	omrB	b4445	-	0
	2976599	2977630		+	galR	b2837	-	57
	2978899	2977637		-	lysA	b2838	-	135
	2979021	2979956		+	lysR	b2839	-	22
	2980635	2979943		-	ygeA	b2840	-	47
	2982182	2980764		-	araE	b2841	-	11
	2983258	2982497		-	kduD	b2842	-	13
	2984124	2983288		-	kduI	b2843	-	0
	2985592	2984411		-	yqeF	b2844	-	1
	2985847	2987076		+	yqeG	b2845	-	1
	2987536	2988168		+	yqeH	b2846	-	0
	2988502	2989311		+	yqeI	b2847	-	4
	2989304	2989786		+	yqeJ	b2848	-	10
	2989899	2989819		-	yqeL	b4683	-	0
	2990360	2989935		-	yqeK	b2849	-	0
	2991268	2991759		+	ygeG	b2851	-	0
	2992094	2993470		+	ygeH	b2852	-	0
	2993638	2993856		+	ygeI	b2853	-	0
	2997277	2996372		-	insD1	b2860	-	12
	2997600	2997235		-	insC1	b2861	-	44
2999057			2998984	-	glyU	b2864	-	0
	2999891	2999136		-	ygeR	b2865	-	39
	3000345	3002603		+	xdhA	b2866	-	2
	3002614	3003492		+	xdhB	b2867	-	7
	3003489	3003968		+	xdhC	b2868	-	11
	3005786	3004008		-	ygeV	b2869	-	3
	3006262	3007452		+	ygeW	b2870	-	2
	3007510	3008706		+	ygeX	b2871	-	3
	3008764	3009975		+	ygeY	b2872	-	2
	3010028	3011413		+	hyuA	b2873	-	1
	3011461	3012393		+	yqeA	b2874	-	7
	3014239	3012614		-	yqeB	b2875	-	5
	3015057	3014287		-	yqeC	b2876	-	3
	3015160	3015738		+	mocA	b2877	-	4
	3016060	3019158		+	ygfK	b2878	-	3
	3019161	3020489		+	ssnA	b2879	-	0
	3020540	3021319		+	ygfM	b2880	-	4
	3021316	3024186		+	xdhD	b2881	-	3
	3024351	3025751		+	xanQ	b2882	-	2
	3025766	3027085		+	guaD	b2883	-	13
	3027121	3028488		+	ghxQ	b4464	-	8
	3029012	3028524		-	ygfS	b2886	-	0
	3030931	3029012		-	ygfT	b2887	-	4
	3031367	3032815		+	uacT	b2888	-	4
	3032817	3032942		+	yqfG	b4684	-	0
	3033065	3033613		+	idi	b2889	-	9
3035174	3035174	3033657	3033657	-	lysS	b2890	-	400
3036288	3036282	3035184	3035175	-	prfB	b2891	-	404
	3038106	3036373		-	recJ	b2892	-	108
	3038822	3038112		-	dsbC	b2893	-	117
	3039743	3038847		-	xerD	b2894	-	61
	3039855	3040376		+	fldB	b2895	-	82
	3040823	3040416		-	cptA	b2896	-	91
	3041070	3040804		-	sdhE	b2897	-	165
	3041313	3042293		+	ygfZ	b2898	-	84
	3043148	3042489		-	yqfA	b2899	-	26
	3043623	3043312		-	yqfB	b2900	-	33
	3043662	3045101		+	bglA	b2901	-	167
	3045901	3045158		-	ygfF	b2902	-	17
	3049041	3046168		-	gcvP	b2903	-	47
	3049549	3049160		-	gcvH	b2904	-	76
	3050667	3049573		-	gcvT	b2905	-	64
	3052317	3051115		-	ubiI	b2906	-	72
	3053518	3052340		-	ubiH	b2907	-	157
3054843	3054840	3053515		-	pepP	b2908	-	215
3055455	3055444	3054866	3054866	-	ygfB	b2909	-	306
3055601	3055612	3055941	3055982	+	zapA	b2910	-	278
3055983			3056165	+	ssrS	b2911	-	743
3056159			3056123	-	-	predicted RNA	antisense: ssrS	2986
	3056241	3056789		+	fau	b2912	-	24
3056849			3056988	+	sibC	b4446	-	18
	3056949	3056890		-	ibsC	b4665	-	20
3058444	3058410	3057178	3057178	-	serA	b2913	-	2877
3059337	3059325	3058666	3058666	-	rpiA	b2914	-	426
	3059753	3060646		+	argP	b2916	-	102
	3060850	3062994		+	scpA	b2917	-	4
	3062987	3063982		+	argK	b2918	-	4
	3063993	3064778		+	scpB	b2919	-	3
	3064802	3066280		+	scpC	b2920	-	5
	3067173	3066277		-	ygfI	b2921	-	3
	3068080	3067340		-	yggE	b2922	-	181
	3068808	3068173		-	argO	b2923	-	51
3069855	3069807	3068947	3068947	-	mscS	b2924	-	832
3068951			3068985	+	-	predicted RNA	antisense: mscS	2174
3069350			3069376	+	-	predicted RNA	antisense: mscS	2211
3071265	3071244	3070165	3070165	-	fbaA	b2925	-	2160
3070214			3071188	+	-	predicted RNA	antisense: fbaA	2832
3071262			3071281	+	-	predicted RNA	-	2118
3072666	3072622	3071459	3071266	-	pgk	b2926	-	1980
3071531			3071710	+	-	predicted RNA	antisense: pgk	2788
3071783			3072285	+	-	predicted RNA	antisense: pgk	2337
3072395			3072439	+	-	predicted RNA	antisense: pgk	2641
3073727	3073691	3072672	3072667	-	epd	b2927	-	219
	3074689	3073976		-	yggC	b2928	-	34
	3075195	3074686		-	yggD	b2929	-	39
	3076182	3075217		-	yggF	b2930	-	10
	3077456	3076179		-	yggP	b4465	-	7
	3078859	3077471		-	cmtA	b2933	-	5
	3079330	3078887		-	cmtB	b2934	-	0
3081698	3081635	3079644	3079644	-	tktA	b2935	-	839
3080175			3080287	+	-	predicted RNA	antisense: tktA	1975
3080866			3081001	+	-	predicted RNA	antisense: tktA	1812
3081410			3081513	+	-	predicted RNA	antisense: tktA	1649
	3081913	3082671		+	loiP	b2936	-	45
	3083797	3082877		-	speB	b2937	-	107
3085911	3085911	3083935	3083935	-	speA	b2938	-	231
	3086051	3085920		-	yqgB	b2939	-	107
	3086187	3086402		+	yqgC	b2940	-	27
3086588	3086706	3087860	3087860	+	metK	b2942	-	1525
3087129			3087065	-	-	predicted RNA	antisense: metK	3221
3087383			3087233	-	-	predicted RNA	antisense: metK	2510
3087485			3087454	-	-	predicted RNA	antisense: metK	2063
3087777			3087599	-	-	predicted RNA	antisense: metK	3119
3087867			3087840	-	-	predicted RNA	antisense: metK	2054
	3088284	3089678		+	galP	b2943	-	38
	3089755	3090252		+	yggI	b2944	-	5
	3090347	3091054		+	endA	b2945	-	3
	3091134	3091865		+	rsmE	b2946	-	103
	3091878	3092828		+	gshB	b2947	-	87
	3092937	3093500		+	yqgE	b2948	-	141
	3093500	3093916		+	yqgF	b2949	-	49
	3095080	3094100		-	yggR	b2950	-	1
	3095098	3095802		+	yggS	b2951	-	101
	3095820	3096386		+	yggT	b2952	-	112
	3096383	3096673		+	yggU	b2953	-	48
	3096681	3097274		+	rdgB	b2954	-	79
	3097267	3098403		+	yggW	b2955	-	29
	3099565	3098558		-	yggM	b2956	-	1
	3100728	3099682		-	ansB	b2957	-	102
	3101623	3100904		-	yggN	b2958	-	47
	3102133	3101807	3101807	-	yggL	b2959	-	528
	3102852	3102133		-	trmI	b2960	-	161
	3103013	3104065		+	mutY	b2961	-	51
	3104093	3104368		+	yggX	b2962	-	57
	3104433	3105512		+	mltC	b2963	-	21
	3105714	3106970		+	nupG	b2964	-	26
	3109155	3107020		-	speC	b2965	-	38
	3109553	3110260		+	yqgA	b2966	-	13
3110366			3110441	+	pheV	b2967	-	0
	3111126	3110590		-	yghD	b2968	-	2
	3113477	3113067		-	yghG	b2971	-	3
	3114352	3113543		-	pppA	b2972	-	11
	3119112	3114550		-	sslE	b4466	-	16
	3121279	3119597		-	glcA	b2975	-	4
	3123805	3121634		-	glcB	b2976	-	39
	3124231	3123827		-	glcG	b2977	-	26
	3125459	3124236		-	glcF	b4467	-	14
	3126522	3125470		-	glcE	b4468	-	1
	3128021	3126522		-	glcD	b2979	-	5
	3128272	3129036		+	glcC	b2980	-	0
	3130178	3131194		+	insH1	b2982	-	159
	3132408	3131341		-	yghQ	b2983	-	3
	3133212	3132454		-	yghR	b2984	-	1
	3133957	3133244		-	yghS	b2985	-	7
	3134131	3134823		+	yghT	b2986	-	3
	3136371	3134872		-	pitB	b2987	-	0
	3138522	3136663		-	gss	b2988	-	179
3138721	3138727	3139593	3139593	+	yghU	b2989	-	232
	3139964	3139716		-	hybG	b2990	-	80
	3140318	3139977		-	hybF	b2991	-	59
	3140799	3140311		-	hybE	b2992	-	106
	3141286	3140792		-	hybD	b2993	-	78
	3142989	3141286		-	hybC	b2994	-	192
	3144164	3142986		-	hybB	b2995	-	143
3145141	3145140	3144154		-	hybA	b2996	-	224
3146261	3146261	3145143	3145143	-	hybO	b2997	-	208
	3146737	3146450		-	yghW	b2998	-	0
	3147897	3148937		+	gpr	b3001	-	47
	3149471	3148977		-	yqhA	b3002	-	48
	3149662	3150546		+	yghA	b3003	-	23
	3151243	3150818		-	exbD	b3005	-	30
	3151984	3151250		-	exbB	b3006	-	32
3152218	3152236	3153423	3153423	+	metC	b3008	-	234
	3153563	3154222		+	yghB	b3009	-	47
	3155218	3154262		-	yqhC	b3010	-	13
	3155355	3156518		+	yqhD	b3011	-	82
	3156623	3157450		+	dkgA	b3012	-	57
	3157650	3158576		+	yqhG	b3013	-	1
	3158627	3158884		+	yqhH	b3014	-	5
	3161146	3158927		-	ygiQ	b4469	-	43
	3162669	3161257		-	ftsP	b3017	-	91
	3163481	3162744		-	plsC	b3018	-	35
	3165973	3163715		-	parC	b3019	-	118
	3167718	3166111		-	ygiS	b3020	-	32
	3168246	3167851		-	mqsA	b3021	-	3
	3168544	3168248		-	mqsR	b3022	-	45
	3169231	3168749		-	ygiV	b3023	-	43
	3169676	3169284		-	ygiW	b3024	-	167
	3169828	3170487		+	qseB	b3025	-	20
	3170484	3171833		+	qseC	b3026	-	13
	3172211	3171879		-	ygiZ	b3027	-	0
	3172530	3173111		+	mdaB	b3028	-	111
3173135	3173142	3173456	3173456	+	ygiN	b3029	-	498
	3175396	3173504		-	parE	b3030	-	109
	3176006	3175425		-	yqiA	b3031	-	106
	3176833	3176006		-	cpdA	b3032	-	136
	3177280	3176858		-	yqiB	b3033	-	76
	3177910	3177281		-	nudF	b3034	-	86
3178111	3178115	3179596	3179596	+	tolC	b3035	-	271
	3179744	3180415		+	ygiB	b3037	-	189
	3180421	3181581		+	ygiC	b3038	-	89
	3182407	3181619		-	ygiD	b3039	-	23
	3182550	3183323		+	zupT	b3040	-	62
3184466	3184466	3183813	3183813	-	ribB	b3041	-	289
	3184840	3185130		+	yqiC	b3042	-	83
	3185414	3185965		+	ygiL	b3043	-	0
	3186187	3186552		+	insC1	b3044	-	14
	3186510	3187415		+	insD1	b3045	-	32
	3189881	3190630		+	yqiH	b3047	-	3
	3190632	3191696		+	yqiI	b3048	-	0
	3191939	3191739		-	glgS	b3049	-	34
	3192208	3192837		+	yqiJ	b3050	-	0
	3192864	3194525		+	yqiK	b3051	-	3
3194865			3194723	-	sibD	b4447	-	1
	3194766	3194825		+	ibsD	b4664	-	0
3195240			3195099	-	sibE	b4611	-	7
	3195141	3195200		+	ibsE	b4666	-	100
	3196753	3195320		-	hldE	b3052	-	140
	3199641	3196801		-	glnE	b3053	-	103
	3200965	3199664		-	ygiF	b3054	-	142
	3201207	3201827		+	ygiM	b3055	-	118
	3201891	3203129		+	cca	b3056	-	75
	3204131	3203310		-	bacA	b3057	-	82
	3204589	3204221		-	folB	b3058	-	43
	3204694	3205311		+	plsY	b3059	-	50
	3206256	3205324		-	ttdR	b3060	-	14
	3206463	3207374		+	ttdA	b3061	-	5
	3207371	3207976		+	ttdB	b3062	-	0
	3208024	3209487		+	ttdT	b3063	-	6
	3210543	3209530		-	tsaD	b3064	-	60
3210732	3210781	3210996	3210996	+	rpsU	b3065	-	1441
3211043			3210948	-	-	predicted RNA	antisense: rpsU	5608
	3211107	3212852		+	dnaG	b3066	-	96
3213042	3213047	3214888	3214888	+	rpoD	b3067	-	339
	3215473	3214967		-	mug	b3068	-	79
3215598			3215673	+	ileX	b3069	-	23
	3216491	3215727		-	yqjH	b3070	-	146
3216766	3216779	3217402	3217424	+	yqjI	b3071	-	4817
3217555			3216924	-	-	predicted RNA	antisense: yqjI	5971
	3219076	3217556		-	aer	b3072	-	62
	3219494	3220873		+	patA	b3073	-	23
	3221247	3220915		-	ygjH	b3074	-	3
	3221466	3222449		+	ebgR	b3075	-	11
	3222633	3225725		+	ebgA	b3076	-	3
	3225722	3226171		+	ebgC	b3077	-	0
	3226234	3227667		+	ygjI	b3078	-	0
	3227801	3228871		+	ygjJ	b3079	-	3
	3228888	3231239		+	ygjK	b3080	-	5
	3231665	3233683		+	fadH	b3081	-	2
	3234144	3233728		-	higA	b3082	-	6
	3234455	3234141		-	higB	b3083	-	12
	3235875	3234739		-	rlmG	b3084	-	16
	3235960	3236463		+	ygjP	b3085	-	12
	3236540	3237232		+	ygjQ	b3086	-	1
	3237311	3238297		+	ygjR	b3087	-	43
	3238580	3239545		+	alx	b3088	-	4
3239882	3239944	3241188	3241188	+	sstT	b3089	-	1314
3240113			3240082	-	-	predicted RNA	antisense: sstT	2362
3240262			3240179	-	-	predicted RNA	antisense: sstT	1468
3240449			3240341	-	-	predicted RNA	antisense: sstT	1719
3240669			3240557	-	-	predicted RNA	antisense: sstT	1742
3240983			3240758	-	-	predicted RNA	antisense: sstT	2002
3241175			3241080	-	-	predicted RNA	antisense: sstT	1678
	3241744	3241193		-	ygjV	b3090	-	40
	3243314	3241827		-	uxaA	b3091	-	12
	3244741	3243329		-	uxaC	b3092	-	29
	3245224	3246522		+	exuT	b3093	-	5
	3246652	3247428		+	exuR	b3094	-	78
	3247773	3248435		+	yqjA	b3095	-	33
	3248439	3248822		+	mzrA	b3096	-	14
3248964	3248969	3249337	3249374	+	yqjC	b3097	-	280
3249375	3249375	3249680	3249680	+	yqjD	b3098	-	673
3249691			3249668	-	-	predicted RNA	antisense: yqjD yqjE	1968
3249683	3249683	3250087		+	yqjE	b3099	-	523
	3250077	3250376	3250376	+	yqjK	b3100	-	221
	3250562	3250954		+	yqjF	b3101	-	3
	3251024	3252010		+	yqjG	b3102	-	12
	3252304	3252669		+	yhaH	b3103	-	78
	3252911	3253267		+	yhaI	b3104	-	7
	3254214	3253318		-	yhaJ	b3105	-	64
	3254319	3255020		+	yhaK	b3106	-	7
	3255043	3255207		+	yhaL	b3107	-	14
	3256651	3255341		-	yhaM	b4470	-	21
	3258010	3256679		-	yhaO	b3110	-	4
	3259649	3258285		-	tdcG	b4471	-	7
	3260110	3259721		-	tdcF	b3113	-	22
	3262418	3260124		-	tdcE	b3114	-	8
	3263660	3262452		-	tdcD	b3115	-	3
	3265017	3263686		-	tdcC	b3116	-	3
	3266028	3265039		-	tdcB	b3117	-	1
	3267065	3266127		-	tdcA	b3118	-	0
	3267380	3267598		+	tdcR	b3119	-	0
	3267854	3268393		+	yhaB	b3120	-	0
	3268415	3269602		+	yhaC	b3121	-	0
3270592			3270216	-	rnpB	b3123	-	17013
3270218			3270448	+	-	predicted RNA	antisense: rnpB	29818
	3271770	3270625		-	garK	b3124	-	12
	3272751	3271867		-	garR	b3125	-	24
	3273557	3272787		-	garL	b3126	-	1
	3274907	3273573		-	garP	b3127	-	0
	3275282	3276853		+	garD	b3128	-	22
	3277002	3277337		+	prlF	b3129	-	18
	3277337	3277801		+	yhaV	b3130	-	33
	3278665	3277856		-	agaR	b3131	-	143
	3278914	3280194		+	kbaZ	b3132	-	4
	3280217	3280690		+	agaV	b3133	-	2
	3281976	3283130		+	agaS	b3136	-	2
	3283143	3284003		+	kbaY	b3137	-	1
	3284170	3284646		+	agaB	b3138	-	2
	3284685	3285488		+	agaC	b3139	-	1
	3285478	3286269		+	agaD	b3140	-	0
	3286270	3287025		+	agaI	b3141	-	1
	3287426	3288010		+	yraH	b3142	-	2
	3288090	3288785		+	yraI	b3143	-	1
	3288814	3291330		+	yraJ	b3144	-	3
	3291341	3292432		+	yraK	b3145	-	5
	3293335	3292475		-	rsmI	b3146	-	42
	3293400	3295436		+	lpoA	b3147	-	65
	3295394	3295789		+	yraN	b3148	-	69
	3295809	3296399		+	diaA	b3149	-	158
	3296409	3296984		+	yraP	b3150	-	137
	3298138	3297098		-	yraQ	b3151	-	92
	3298846	3298211		-	yraR	b3152	-	22
	3298974	3299492		+	yhbO	b3153	-	12
	3299915	3299472		-	yhbP	b3154	-	7
	3299966	3300268		+	yhbQ	b3155	-	89
	3300758	3300255	3300255	-	yhbS	b3156	-	272
3301291	3301276	3300752		-	yhbT	b3157	-	358
	3301485	3302480		+	yhbU	b3158	-	93
	3302489	3303367		+	yhbV	b3159	-	85
	3303448	3304455		+	yhbW	b3160	-	21
	3305817	3304573		-	mtr	b3161	-	39
	3307860	3305971	3305971	-	deaD	b3162	-	230
	3307933	3307853		-	yrbN	b4685	-	115
3308986	3308924	3308040	3308040	-	nlpI	b3163	-	319
3311235	3311168	3309033	3309033	-	pnp	b3164	-	692
3311225			3311398	+	psrO	b4449	-	43
3311774	3311684	3311415	3311415	-	rpsO	b3165	-	373
	3312777	3311833		-	truB	b3166	-	111
	3313178	3312777		-	rbfA	b3167	-	181
3316021	3316014	3313342	3313342	-	infB	b3168	-	629
3317526	3317526	3316039	3316039	-	nusA	b3169	-	459
3318045	3318006	3317554	3317554	-	rimP	b3170	-	277
3318289			3318213	-	metY	b3171	-	101
3318576	3318637	3319980	3319980	+	argG	b3172	-	590
	3321613	3319988		-	yhbX	b3173	-	3
3322158			3322072	-	leuU	b3174	-	31
3322577	3322505	3322173	3322173	-	secG	b3175	-	356
	3324070	3322733	3322733	-	glmM	b3176	-	306
	3324911	3324063		-	folP	b3177	-	162
3326956	3326935	3325001	3325001	-	ftsH	b3178	-	602
3325238			3325259	+	-	predicted RNA	antisense: ftsH	2048
3325704			3325721	+	-	predicted RNA	antisense: ftsH	2059
3327712	3327664	3327035	3326990	-	rlmE	b3179	-	208
	3327790	3328083		+	yhbY	b3180	-	169
	3328715	3328239		-	greA	b3181	-	109
	3328963	3330396		+	dacB	b3182	-	15
	3331754	3330582		-	obgE	b3183	-	144
	3332735	3331770		-	yhbE	b3184	-	54
3332847			3332987	+	-	predicted RNA	antisense: rpmA	2243
3333119	3333119	3332862	3332862	-	rpmA	b3185	-	591
3333069			3333315	+	-	predicted RNA	antisense: rplU rpmA	2914
3333505	3333451	3333140	3333120	-	rplU	b3186	-	2498
3333653	3333710	3334681	3334681	+	ispB	b3187	-	220
	3334909	3335187		+	sfsB	b3188	-	27
3336494	3336494	3335235	3335235	-	murA	b3189	-	253
	3336803	3336549		-	ibaG	b3190	-	143
	3337256	3336963		-	mlaB	b3191	-	88
3337909	3337891	3337256		-	mlaC	b3192	-	232
	3338461	3337910		-	mlaD	b3193	-	137
	3339248	3338466		-	mlaE	b3194	-	156
	3340065	3339256		-	mlaF	b3195	-	168
	3340275	3341252		+	yrbG	b3196	-	48
	3341266	3342252		+	kdsD	b3197	-	189
	3342273	3342839		+	kdsC	b3198	-	176
	3342836	3343411		+	lptC	b3199	-	94
	3343380	3343937	3343943	+	lptA	b3200	-	224
	3343944	3344669		+	lptB	b3201	-	176
3344705	3344717	3346150	3346150	+	rpoN	b3202	-	256
3346151	3346173	3346460	3346460	+	hpf	b3203	-	423
3346578	3346578	3347069	3347094	+	ptsN	b3204	-	208
	3347115	3347969		+	yhbJ	b3205	-	188
	3347966	3348238		+	npr	b3206	-	12
	3348452	3349084		+	yrbL	b3207	-	45
	3349809	3349081		-	mtgA	b3208	-	65
3350483	3350459	3349806		-	elbB	b3209	-	209
3350577			3350697	+	arcZ	b4450	-	42
	3353025	3350689		-	arcB	b3210	-	48
	3354050	3353121		-	yhcC	b3211	-	36
3354527	3354725	3359185	3359197	+	gltB	b3212	-	1319
3354837			3354817	-	-	predicted RNA	antisense: gltB	1981
3355114			3355104	-	-	predicted RNA	antisense: gltB	1838
3355826			3355808	-	-	predicted RNA	antisense: gltB	1716
3356074			3356062	-	-	predicted RNA	antisense: gltB	1844
3356271			3356236	-	-	predicted RNA	antisense: gltB	2354
3356522			3356452	-	-	predicted RNA	antisense: gltB	1896
3356653			3356594	-	-	predicted RNA	antisense: gltB	2586
3356883			3356734	-	-	predicted RNA	antisense: gltB	1709
3357218			3357119	-	-	predicted RNA	antisense: gltB	2722
3357412			3357308	-	-	predicted RNA	antisense: gltB	1764
3357575			3357540	-	-	predicted RNA	antisense: gltB	2263
3357849			3357709	-	-	predicted RNA	antisense: gltB	2381
3358026			3357948	-	-	predicted RNA	antisense: gltB	2156
3358114			3358081	-	-	predicted RNA	antisense: gltB	2244
3358400			3358252	-	-	predicted RNA	antisense: gltB	2024
3358577			3358467	-	-	predicted RNA	antisense: gltB	2198
3359042			3358827	-	-	predicted RNA	antisense: gltB	1999
3359196			3359158	-	-	predicted RNA	antisense: gltB	2827
3359198	3359198	3360616	3360616	+	gltD	b3213	-	1572
3359545			3359279	-	-	predicted RNA	antisense: gltD	1562
3359683			3359611	-	-	predicted RNA	antisense: gltD	2393
3359858			3359787	-	-	predicted RNA	antisense: gltD	1530
3360062			3359960	-	-	predicted RNA	antisense: gltD	2254
3360277			3360135	-	-	predicted RNA	antisense: gltD	2114
3360480			3360400	-	-	predicted RNA	antisense: gltD	2308
3360621			3360586	-	-	predicted RNA	antisense: gltD	3494
	3361176	3361940		+	gltF	b3214	-	20
	3362112	3362786		+	yhcA	b3215	-	2
	3362807	3365188		+	yhcD	b3216	-	3
	3366718	3365702		-	insH1	b3218	-	66
	3366926	3367642		+	yhcF	b3219	-	7
	3367827	3368954		+	yhcG	b3220	-	3
	3369478	3369014		-	yhcH	b3221	-	12
	3370350	3369475		-	nanK	b3222	-	18
	3371036	3370347		-	nanE	b3223	-	7
	3372574	3371084		-	nanT	b3224	-	8
	3373576	3372683		-	nanA	b3225	-	2
	3374489	3373698		-	nanR	b3226	-	61
	3374869	3376236		+	dcuD	b3227	-	2
3376776	3376776	3376279	3376279	-	sspB	b3228	-	359
3377487	3377420	3376782	3376777	-	sspA	b3229	-	433
3378207	3378207	3377815	3377815	-	rpsI	b3230	-	2687
3377816			3378222	+	-	predicted RNA	antisense: rpsI	3624
3378794	3378651	3378223	3378208	-	rplM	b3231	-	2193
3378313			3378442	+	-	predicted RNA	antisense: rplM	3298
	3379997	3378870		-	zapE	b3232	-	31
3380140	3380191	3380589	3380589	+	yhcB	b3233	-	243
	3380743	3382110		+	degQ	b3234	-	31
	3382200	3383267		+	degS	b3235	-	38
	3384268	3383330		-	mdh	b3236	-	110
	3384703	3385173		+	argR	b3237	-	136
	3385538	3385801		+	yhcN	b3238	-	13
	3386129	3385857		-	yhcO	b3239	-	7
	3388188	3386221		-	aaeB	b3240	-	4
	3389126	3388194		-	aaeA	b3241	-	0
	3389337	3389134		-	aaeX	b3242	-	20
	3389520	3390449		+	aaeR	b3243	-	36
	3392028	3390583		-	tldD	b3244	-	138
	3396258	3392458		-	yhdP	b4472	-	18
	3397795	3396326		-	rng	b3247	-	82
	3398378	3397785		-	yhdE	b3248	-	134
	3398875	3398387		-	mreD	b3249	-	60
	3399978	3398875		-	mreC	b3250	-	119
3401109	3401087	3400044	3400044	-	mreB	b3251	-	473
	3403332	3401392		-	csrD	b3252	-	33
3403471	3403484	3404458	3404458	+	acuI	b3253	-	202
3405431	3405436	3405906	3405914	+	accB	b3255	-	679
3405865			3405852	-	-	predicted RNA	antisense: accB	1892
3405915	3405917	3407266	3407266	+	accC	b3256	-	404
3406037			3406027	-	-	predicted RNA	antisense: accC	1726
	3407375	3407617		+	yhdT	b3257	-	2
	3407607	3409058		+	panF	b3258	-	22
	3409070	3409951		+	prmA	b3259	-	60
3410265	3410280	3411245	3411270	+	dusB	b3260	-	389
3411271	3411271	3411567	3411567	+	fis	b3261	-	349
	3411653	3412537		+	yhdJ	b3262	-	5
	3412621	3412800		+	yhdU	b3263	-	8
	3413465	3412803		-	acrS	b3264	-	0
	3413864	3415021		+	acrE	b3265	-	6
	3415033	3418137		+	acrF	b3266	-	4
	3418390	3418611		+	yhdV	b3267	-	0
	3420134	3421315		+	yhdX	b3269	-	3
	3421325	3422428		+	yhdY	b3270	-	0
	3422436	3423194		+	yhdZ	b3271	-	14
3423542			3423423	-	rrfF	b3272	-	311
3423655			3423580	-	thrV	b3273	-	227
3423787			3423668	-	rrfD	b3274	-	352
3423878			3426762	+	-	predicted RNA	antisense: rrlD	230860
3426783			3423880	-	rrlD	b3275	-	235985
3427033			3426958	-	alaU	b3276	-	87
3427152			3427076	-	ileU	b3277	-	78
3427198			3428730	+	-	predicted RNA	antisense: rrsD	23309
3428762			3427221	-	rrsD	b3278	-	24847
	3429236	3429790		+	yrdA	b3279	-	98
	3430023	3429766		-	yrdB	b3280	-	78
	3430838	3430020		-	aroE	b3281	-	79
	3431415	3430843		-	tsaC	b3282	-	59
	3431962	3431420		-	yrdD	b3283	-	88
	3432464	3431991		-	smg	b3284	-	189
	3433560	3432436		-	smf	b4473	-	69
	3433690	3434199		+	def	b3287	-	94
	3434214	3435161		+	fmt	b3288	-	141
	3435207	3436496		+	rsmB	b3289	-	54
	3436518	3437894		+	trkA	b3290	-	47
	3438024	3438434		+	mscL	b3291	-	114
	3438649	3438431		-	arfA	b4550	-	17
	3439130	3438705		-	zntR	b3292	-	25
	3439509	3439141		-	yhdN	b3293	-	91
3439999	3439999	3439616	3439616	-	rplQ	b3294	-	1202
3439625			3439671	+	-	predicted RNA	antisense: rplQ	2745
3439748			3440561	+	-	predicted RNA	antisense: rpoA rplQ	4114
3441054	3441029	3440040	3440000	-	rpoA	b3295	-	4019
3440616			3442878	+	-	predicted RNA	antisense: rpsK rpoA rpsD rpsM secY rpmJ	4351
3441708	3441675	3441055	3441055	-	rpsD	b3296	-	4428
